name,lat,lng,state_abbreviation,state_name,population,is_capital,id,uppercase_name_nomalized,population_min_max_normalization
Guaraci,-20.4977,-48.9391,SP,São Paulo,11382,false,4336,GUARACI,0.0008560295
Guarani d'Oeste,-20.0746,-50.3411,SP,São Paulo,1996,false,4337,GUARANI D'OESTE,0.0000988254
Guarantã,-21.8942,-49.5914,SP,São Paulo,6685,false,4338,GUARANTA,0.0004771047
Guararapes,-21.2544,-50.6453,SP,São Paulo,33257,false,4339,GUARARAPES,0.0026207684
Guararema,-23.4112,-46.0369,SP,São Paulo,30465,false,4340,GUARAREMA,0.0023955273
Guaratinguetá,-22.8075,-45.1938,SP,São Paulo,123192,false,4341,GUARATINGUETA,0.0098761649
Guareí,-23.3714,-48.1837,SP,São Paulo,19244,false,4342,GUAREI,0.0014902868
Guariba,-21.3594,-48.2316,SP,São Paulo,40857,false,4343,GUARIBA,0.0032338892
Guarujá,-23.9888,-46.258,SP,São Paulo,324977,false,4344,GUARUJA,0.0261549238
Guarulhos,-23.4538,-46.5333,SP,São Paulo,1404694,false,4345,GUARULHOS,0.1132597766
Guatapará,-21.4944,-48.0356,SP,São Paulo,7760,false,4346,GUATAPARA,0.0005638291
Guzolândia,-20.6467,-50.6645,SP,São Paulo,5346,false,4347,GUZOLANDIA,0.0003690825
Herculândia,-22.0038,-50.3907,SP,São Paulo,9649,false,4348,HERCULANDIA,0.0007162218
Holambra,-22.6405,-47.0487,SP,São Paulo,15605,false,4349,HOLAMBRA,0.0011967149
Hortolândia,-22.8529,-47.2143,SP,São Paulo,237570,false,4350,HORTOLANDIA,0.0191034707
Iacanga,-21.8896,-49.031,SP,São Paulo,12002,false,4351,IACANGA,0.0009060472
Iacri,-21.8572,-50.6932,SP,São Paulo,6269,false,4352,IACRI,0.0004435444
Iaras,-22.8682,-49.1634,SP,São Paulo,9786,false,4353,IARAS,0.0007272741
Ibaté,-21.9584,-47.9882,SP,São Paulo,35830,false,4354,IBATE,0.0028283421
Ibirá,-21.083,-49.2448,SP,São Paulo,12639,false,4355,IBIRA,0.0009574364
Ibirarema,-22.8185,-50.0739,SP,São Paulo,7926,false,4356,IBIRAREMA,0.0005772209
Ibitinga,-21.7562,-48.8319,SP,São Paulo,61150,false,4357,IBITINGA,0.0048710022
Ibiúna,-23.6596,-47.223,SP,São Paulo,80062,false,4358,IBIUNA,0.0063967048
Icém,-20.3391,-49.1915,SP,São Paulo,8363,false,4359,ICEM,0.0006124753
Iepê,-22.6602,-51.0779,SP,São Paulo,8228,false,4360,IEPE,0.0006015844
Igaraçu do Tietê,-22.509,-48.5597,SP,São Paulo,24821,false,4361,IGARACU DO TIETE,0.0019402044
Igarapava,-20.0407,-47.7466,SP,São Paulo,30791,false,4362,IGARAPAVA,0.0024218269
Igaratá,-23.2037,-46.157,SP,São Paulo,9631,false,4363,IGARATA,0.0007147697
Iguape,-24.699,-47.5537,SP,São Paulo,31117,false,4364,IGUAPE,0.0024481266
Ilha Comprida,-24.7307,-47.5383,SP,São Paulo,11552,false,4365,ILHA COMPRIDA,0.000869744
Ilha Solteira,-20.4326,-51.3426,SP,São Paulo,26886,false,4366,ILHA SOLTEIRA,0.0021067958
Ilhabela,-23.7785,-45.3552,SP,São Paulo,36194,false,4367,ILHABELA,0.0028577073
Indaiatuba,-23.0816,-47.2101,SP,São Paulo,260690,false,4368,INDAIATUBA,0.0209686485
Indiana,-22.1738,-51.2555,SP,São Paulo,4873,false,4369,INDIANA,0.0003309238
Indiaporã,-19.979,-50.2909,SP,São Paulo,3876,false,4370,INDIAPORA,0.0002504921
Inúbia Paulista,-21.7695,-50.9633,SP,São Paulo,4045,false,4371,INUBIA PAULISTA,0.000264126
Ipaussu,-23.0575,-49.6279,SP,São Paulo,15165,false,4372,IPAUSSU,0.0011612184
Iperó,-23.3513,-47.6927,SP,São Paulo,38771,false,4373,IPERO,0.0030656037
Ipeúna,-22.4355,-47.7151,SP,São Paulo,7824,false,4374,IPEUNA,0.0005689922
Ipiguá,-20.6557,-49.3842,SP,São Paulo,5557,false,4375,IPIGUA,0.0003861047
Iporanga,-24.5847,-48.5971,SP,São Paulo,4180,false,4376,IPORANGA,0.0002750169
Ipuã,-20.4438,-48.0129,SP,São Paulo,16794,false,4377,IPUA,0.001292636
Iracemápolis,-22.5832,-47.523,SP,São Paulo,24982,false,4378,IRACEMAPOLIS,0.0019531929
Irapuã,-21.2768,-49.4164,SP,São Paulo,8101,false,4379,IRAPUA,0.0005913388
Irapuru,-21.5684,-51.3472,SP,São Paulo,8356,false,4380,IRAPURU,0.0006119106
Itaberá,-23.8638,-49.14,SP,São Paulo,17405,false,4381,ITABERA,0.0013419277
Itaí,-23.4213,-49.092,SP,São Paulo,27632,false,4382,ITAI,0.0021669784
Itajobi,-21.3123,-49.0629,SP,São Paulo,15331,false,4383,ITAJOBI,0.0011746103
Itaju,-21.9857,-48.8116,SP,São Paulo,3937,false,4384,ITAJU,0.0002554132
Itanhaém,-24.1736,-46.788,SP,São Paulo,104351,false,4385,ITANHAEM,0.0083561902
Itaóca,-24.6393,-48.8413,SP,São Paulo,3332,false,4386,ITAOCA,0.0002066056
Itapecerica da Serra,-23.7161,-46.8572,SP,São Paulo,179574,false,4387,ITAPECERICA DA SERRA,0.0144247141
Itapetininga,-23.5886,-48.0483,SP,São Paulo,167106,false,4388,ITAPETININGA,0.0134188734
Itapeva,-23.9788,-48.8764,SP,São Paulo,95241,false,4389,ITAPEVA,0.0076212521
Itapevi,-23.5488,-46.9327,SP,São Paulo,244131,false,4390,ITAPEVI,0.0196327713
Itapira,-22.4357,-46.8224,SP,São Paulo,75683,false,4391,ITAPIRA,0.0060434343
Itapirapuã Paulista,-24.572,-49.1661,SP,São Paulo,4294,false,4392,ITAPIRAPUA PAULISTA,0.0002842137
Itápolis,-21.5942,-48.8149,SP,São Paulo,43536,false,4393,ITAPOLIS,0.0034500142
Itaporanga,-23.7043,-49.4819,SP,São Paulo,15197,false,4394,ITAPORANGA,0.0011638
Itapuí,-22.2324,-48.7197,SP,São Paulo,14297,false,4395,ITAPUI,0.0010911936
Itapura,-20.6419,-51.5063,SP,São Paulo,4994,false,4396,ITAPURA,0.0003406854
Itaquaquecetuba,-23.4835,-46.3457,SP,São Paulo,379082,false,4397,ITAQUAQUECETUBA,0.0305197788
Itararé,-24.1085,-49.3352,SP,São Paulo,50778,false,4398,ITARARE,0.0040342538
Itariri,-24.2834,-47.1736,SP,São Paulo,17754,false,4399,ITARIRI,0.0013700828
Itatiba,-23.0035,-46.8464,SP,São Paulo,124254,false,4400,ITATIBA,0.0099618405
Itatinga,-23.1047,-48.6157,SP,São Paulo,21139,false,4401,ITATINGA,0.0016431636
Itirapina,-22.2562,-47.8166,SP,São Paulo,18610,false,4402,ITIRAPINA,0.0014391396
Itirapuã,-20.6416,-47.2194,SP,São Paulo,6587,false,4403,ITIRAPUA,0.0004691987
Itobi,-21.7309,-46.9743,SP,São Paulo,7862,false,4404,ITOBI,0.0005720578
Itu,-23.2544,-47.2927,SP,São Paulo,177150,false,4405,ITU,0.0142291608
Itupeva,-23.1526,-47.0593,SP,São Paulo,64330,false,4406,ITUPEVA,0.0051275448
Ituverava,-20.3355,-47.7902,SP,São Paulo,42259,false,4407,ITUVERAVA,0.0033469938
Jaborandi,-20.6884,-48.4112,SP,São Paulo,6963,false,4408,JABORANDI,0.0004995321
Jaboticabal,-21.252,-48.3252,SP,São Paulo,78029,false,4409,JABOTICABAL,0.006232695
Jacareí,-23.2983,-45.9658,SP,São Paulo,237119,false,4410,JACAREI,0.0190670868
Jaci,-20.8805,-49.5797,SP,São Paulo,7322,false,4411,JACI,0.0005284939
Jacupiranga,-24.6963,-48.0064,SP,São Paulo,17911,false,4412,JACUPIRANGA,0.0013827486
Jaguariúna,-22.7037,-46.9851,SP,São Paulo,59921,false,4413,JAGUARIUNA,0.0047718541
Jales,-20.2672,-50.5494,SP,São Paulo,49291,false,4414,JALES,0.0039142919
Jambeiro,-23.2522,-45.6942,SP,São Paulo,6828,false,4415,JAMBEIRO,0.0004886411
Jandira,-23.5275,-46.9023,SP,São Paulo,127734,false,4416,JANDIRA,0.0102425853
Jardinópolis,-21.0176,-47.7606,SP,São Paulo,45544,false,4417,JARDINOPOLIS,0.0036120072
Jarinu,-23.1039,-46.728,SP,São Paulo,31173,false,4418,JARINU,0.0024526443
Jaú,-22.2936,-48.5592,SP,São Paulo,153463,false,4419,JAU,0.012318241
Jeriquara,-20.3116,-47.5918,SP,São Paulo,3143,false,4420,JERIQUARA,0.0001913582
Joanópolis,-22.927,-46.2741,SP,São Paulo,13453,false,4421,JOANOPOLIS,0.0010231049
João Ramalho,-22.2473,-50.7694,SP,São Paulo,4577,false,4422,JOAO RAMALHO,0.0003070444
José Bonifácio,-21.0551,-49.6892,SP,São Paulo,37707,false,4423,JOSE BONIFACIO,0.0029797668
Júlio Mesquita,-22.0112,-49.7873,SP,São Paulo,4824,false,4424,JULIO MESQUITA,0.0003269708
Jumirim,-23.0884,-47.7868,SP,São Paulo,3467,false,4425,JUMIRIM,0.0002174965
Jundiaí,-23.1852,-46.8974,SP,São Paulo,426935,false,4426,JUNDIAI,0.0343802612
Junqueirópolis,-21.5103,-51.4342,SP,São Paulo,20978,false,4427,JUNQUEIROPOLIS,0.0016301751
Juquiá,-24.3101,-47.6426,SP,São Paulo,18627,false,4428,JUQUIA,0.001440511
Juquitiba,-23.9244,-47.0653,SP,São Paulo,31844,false,4429,JUQUITIBA,0.0025067764
Lagoinha,-23.0846,-45.1944,SP,São Paulo,4882,false,4430,LAGOINHA,0.0003316499
Laranjal Paulista,-23.0506,-47.8375,SP,São Paulo,29047,false,4431,LARANJAL PAULISTA,0.0022811318
Lavínia,-21.1639,-51.0412,SP,São Paulo,12581,false,4432,LAVINIA,0.0009527574
Lavrinhas,-22.57,-44.9024,SP,São Paulo,7361,false,4433,LAVRINHAS,0.0005316402
Leme,-22.1809,-47.3841,SP,São Paulo,105273,false,4434,LEME,0.0084305715
Lençóis Paulista,-22.6027,-48.8037,SP,São Paulo,69533,false,4435,LENCOIS PAULISTA,0.0055472905
Limeira,-22.566,-47.397,SP,São Paulo,310783,false,4436,LIMEIRA,0.0250098402
Lindóia,-22.5226,-46.65,SP,São Paulo,8201,false,4437,LINDOIA,0.0005994062
Lins,-21.6718,-49.7526,SP,São Paulo,78978,false,4438,LINS,0.0063092544
Lorena,-22.7334,-45.1197,SP,São Paulo,89532,false,4439,LORENA,0.0071606855
Lourdes,-20.966,-50.2263,SP,São Paulo,2311,false,4440,LOURDES,0.0001242376
Louveira,-23.0856,-46.9484,SP,São Paulo,51007,false,4441,LOUVEIRA,0.0040527281
Lucélia,-21.7182,-51.0215,SP,São Paulo,22022,false,4442,LUCELIA,0.0017143985
Lucianópolis,-22.4294,-49.522,SP,São Paulo,2412,false,4443,LUCIANOPOLIS,0.0001323857
Luís Antônio,-21.55,-47.7801,SP,São Paulo,15628,false,4444,LUIS ANTONIO,0.0011985704
Luiziânia,-21.6737,-50.3294,SP,São Paulo,5918,false,4445,LUIZIANIA,0.000415228
Lupércio,-22.4146,-49.818,SP,São Paulo,4608,false,4446,LUPERCIO,0.0003095453
Lutécia,-22.3384,-50.394,SP,São Paulo,2623,false,4447,LUTECIA,0.0001494078
Macatuba,-22.5002,-48.7102,SP,São Paulo,17263,false,4448,MACATUBA,0.001330472
Macaubal,-20.8022,-49.9687,SP,São Paulo,8174,false,4449,MACAUBAL,0.000597228
Macedônia,-20.1444,-50.1973,SP,São Paulo,3686,false,4450,MACEDONIA,0.0002351641
Magda,-20.6445,-50.2305,SP,São Paulo,3086,false,4451,MAGDA,0.0001867598
Mairinque,-23.5398,-47.185,SP,São Paulo,47723,false,4452,MAIRINQUE,0.0037877954
Mairiporã,-23.3171,-46.5897,SP,São Paulo,103645,false,4453,MAIRIPORA,0.0082992345
Manduri,-23.0056,-49.3202,SP,São Paulo,9972,false,4454,MANDURI,0.0007422795
Marabá Paulista,-22.1068,-51.9617,SP,São Paulo,6039,false,4455,MARABA PAULISTA,0.0004249895
Maracaí,-22.6149,-50.6713,SP,São Paulo,14069,false,4456,MARACAI,0.0010727999
Marapoama,-21.2587,-49.13,SP,São Paulo,3097,false,4457,MARAPOAMA,0.0001876472
Mariápolis,-21.7959,-51.1824,SP,São Paulo,4098,false,4458,MARIAPOLIS,0.0002684017
Marília,-22.2171,-49.9501,SP,São Paulo,242249,false,4459,MARILIA,0.0194809433
Marinópolis,-20.4389,-50.8254,SP,São Paulo,2101,false,4460,MARINOPOLIS,0.0001072961
Martinópolis,-22.1462,-51.1709,SP,São Paulo,26791,false,4461,MARTINOPOLIS,0.0020991318
Matão,-21.6025,-48.364,SP,São Paulo,84069,false,4462,MATAO,0.0067199646
Mauá,-23.6677,-46.4613,SP,São Paulo,481725,false,4463,MAUA,0.0388003777
Mendonça,-21.1757,-49.5791,SP,São Paulo,5638,false,4464,MENDONCA,0.0003926393
Meridiano,-20.3579,-50.1811,SP,São Paulo,3813,false,4465,MERIDIANO,0.0002454096
Mesópolis,-19.9684,-50.6326,SP,São Paulo,1903,false,4466,MESOPOLIS,0.0000913227
Miguelópolis,-20.1796,-48.031,SP,São Paulo,22480,false,4467,MIGUELOPOLIS,0.0017513471
Mineiros do Tietê,-22.412,-48.451,SP,São Paulo,13023,false,4468,MINEIROS DO TIETE,0.0009884152
Mira Estrela,-19.9789,-50.139,SP,São Paulo,3125,false,4469,MIRA ESTRELA,0.0001899061
Miracatu,-24.2766,-47.4625,SP,São Paulo,19511,false,4470,MIRACATU,0.0015118267
Mirandópolis,-21.1313,-51.1035,SP,São Paulo,29844,false,4471,MIRANDOPOLIS,0.0023454288
Mirante do Paranapanema,-22.2904,-51.9084,SP,São Paulo,18415,false,4472,MIRANTE DO PARANAPANEMA,0.0014234082
Mirassol,-20.8169,-49.5206,SP,São Paulo,60768,false,4473,MIRASSOL,0.0048401848
Mirassolândia,-20.6179,-49.4617,SP,São Paulo,4966,false,4474,MIRASSOLANDIA,0.0003384265
Mococa,-21.4647,-47.0024,SP,São Paulo,69072,false,4475,MOCOCA,0.0055100999
Mogi das Cruzes,-23.5208,-46.1854,SP,São Paulo,455587,false,4476,MOGI DAS CRUZES,0.0366917264
Mogi Guaçu,-22.3675,-46.9428,SP,São Paulo,154146,false,4477,MOGI GUACU,0.0123733412
Mogi Mirim,-22.4332,-46.9532,SP,São Paulo,94098,false,4478,MOGI MIRIM,0.007529042
Mombuca,-22.9285,-47.559,SP,São Paulo,3523,false,4479,MOMBUCA,0.0002220142
Monções,-20.8509,-50.0975,SP,São Paulo,2274,false,4480,MONCOES,0.0001212527
Mongaguá,-24.0809,-46.6265,SP,São Paulo,58567,false,4481,MONGAGUA,0.0046626218
Monte Alegre do Sul,-22.6817,-46.681,SP,São Paulo,8181,false,4482,MONTE ALEGRE DO SUL,0.0005977927
Monte Alto,-21.2655,-48.4971,SP,São Paulo,51039,false,4483,MONTE ALTO,0.0040553096
Monte Aprazível,-20.768,-49.7184,SP,São Paulo,25651,false,4484,MONTE APRAZIVEL,0.0020071637
Monte Azul Paulista,-20.9065,-48.6387,SP,São Paulo,18928,false,4485,MONTE AZUL PAULISTA,0.0014647938
Monte Castelo,-21.2981,-51.5679,SP,São Paulo,4166,false,4486,MONTE CASTELO,0.0002738875
Monte Mor,-22.945,-47.3122,SP,São Paulo,61707,false,4487,MONTE MOR,0.0049159375
Monteiro Lobato,-22.9544,-45.8407,SP,São Paulo,4739,false,4488,MONTEIRO LOBATO,0.0003201136
Morro Agudo,-20.7288,-48.0581,SP,São Paulo,33598,false,4489,MORRO AGUDO,0.0026482782
Morungaba,-22.8811,-46.7896,SP,São Paulo,13936,false,4490,MORUNGABA,0.0010620703
Motuca,-21.5103,-48.1538,SP,São Paulo,4831,false,4491,MOTUCA,0.0003275356
Murutinga do Sul,-20.9908,-51.2774,SP,São Paulo,4525,false,4492,MURUTINGA DO SUL,0.0003028494
Nantes,-22.6156,-51.24,SP,São Paulo,3215,false,4493,NANTES,0.0001971667
Narandiba,-22.4057,-51.5274,SP,São Paulo,4950,false,4494,NARANDIBA,0.0003371357
Natividade da Serra,-23.3707,-45.4468,SP,São Paulo,6624,false,4495,NATIVIDADE DA SERRA,0.0004721836
Nazaré Paulista,-23.1747,-46.3983,SP,São Paulo,18866,false,4496,NAZARE PAULISTA,0.0014597921
Neves Paulista,-20.843,-49.6358,SP,São Paulo,8917,false,4497,NEVES PAULISTA,0.0006571686
Nhandeara,-20.6945,-50.0436,SP,São Paulo,11575,false,4498,NHANDEARA,0.0008715995
Nipoã,-20.9114,-49.7833,SP,São Paulo,5381,false,4499,NIPOA,0.0003719061
Nova Aliança,-21.0156,-49.4986,SP,São Paulo,7161,false,4500,NOVA ALIANCA,0.0005155055
Nova Campina,-24.1224,-48.9022,SP,São Paulo,9962,false,4501,NOVA CAMPINA,0.0007414727
Nova Canaã Paulista,-20.3836,-50.9483,SP,São Paulo,1824,false,4502,NOVA CANAA PAULISTA,0.0000849495
Nova Castilho,-20.7615,-50.3477,SP,São Paulo,1290,false,4503,NOVA CASTILHO,0.0000418697
Nova Europa,-21.7765,-48.5705,SP,São Paulo,11519,false,4504,NOVA EUROPA,0.0008670818
Nova Granada,-20.5321,-49.3123,SP,São Paulo,21871,false,4505,NOVA GRANADA,0.0017022168
Nova Guataporanga,-21.332,-51.6447,SP,São Paulo,2333,false,4506,NOVA GUATAPORANGA,0.0001260124
Nova Independência,-21.1026,-51.4905,SP,São Paulo,4135,false,4507,NOVA INDEPENDENCIA,0.0002713866
Nova Luzitânia,-20.856,-50.2617,SP,São Paulo,4217,false,4508,NOVA LUZITANIA,0.0002780018
Nova Odessa,-22.7832,-47.2941,SP,São Paulo,61716,false,4509,NOVA ODESSA,0.0049166636
Novais,-20.9893,-48.9141,SP,São Paulo,6057,false,4510,NOVAIS,0.0004264416
Novo Horizonte,-21.4651,-49.2234,SP,São Paulo,41765,false,4511,NOVO HORIZONTE,0.003307141
Nuporanga,-20.7296,-47.7429,SP,São Paulo,7522,false,4512,NUPORANGA,0.0005446287
Ocauçu,-22.438,-49.922,SP,São Paulo,4294,false,4513,OCAUCU,0.0002842137
Óleo,-22.9435,-49.3419,SP,São Paulo,2447,false,4514,OLEO,0.0001352093
Olímpia,-20.7366,-48.9106,SP,São Paulo,55477,false,4515,OLIMPIA,0.0044133399
Onda Verde,-20.6042,-49.2929,SP,São Paulo,4462,false,4516,ONDA VERDE,0.0002977669
Oriente,-22.1549,-50.0971,SP,São Paulo,6569,false,4517,ORIENTE,0.0004677466
Orindiúva,-20.1861,-49.3464,SP,São Paulo,7318,false,4518,ORINDIUVA,0.0005281712
Orlândia,-20.7169,-47.8852,SP,São Paulo,44682,false,4519,ORLANDIA,0.0035424664
Osasco,-23.5324,-46.7916,SP,São Paulo,701428,false,4520,OSASCO,0.0565246493
Oscar Bressane,-22.3149,-50.2811,SP,São Paulo,2603,false,4521,OSCAR BRESSANE,0.0001477944
Osvaldo Cruz,-21.7968,-50.8793,SP,São Paulo,33118,false,4522,OSVALDO CRUZ,0.0026095548
Ourinhos,-22.9797,-49.8697,SP,São Paulo,115139,false,4523,OURINHOS,0.009226499
Ouro Verde,-21.4872,-51.7024,SP,São Paulo,8676,false,4524,OURO VERDE,0.0006377262
Ouroeste,-20.0061,-50.3768,SP,São Paulo,10712,false,4525,OUROESTE,0.0008019781
Pacaembu,-21.5627,-51.2654,SP,São Paulo,14326,false,4526,PACAEMBU,0.0010935331
Palestina,-20.39,-49.4309,SP,São Paulo,13285,false,4527,PALESTINA,0.0010095517
Palmares Paulista,-21.0854,-48.8037,SP,São Paulo,13691,false,4528,PALMARES PAULISTA,0.0010423053
Palmeira d'Oeste,-20.4148,-50.7632,SP,São Paulo,9173,false,4529,PALMEIRA D'OESTE,0.0006778211
Palmital,-22.7858,-50.218,SP,São Paulo,22322,false,4530,PALMITAL,0.0017386007
Panorama,-21.354,-51.8562,SP,São Paulo,15944,false,4531,PANORAMA,0.0012240633
Paraguaçu Paulista,-22.4114,-50.5732,SP,São Paulo,46180,false,4532,PARAGUACU PAULISTA,0.0036633157
Paraibuna,-23.3872,-45.6639,SP,São Paulo,18302,false,4533,PARAIBUNA,0.0014142921
Paraíso,-21.0159,-48.7761,SP,São Paulo,6536,false,4534,PARAISO,0.0004650843
Paranapanema,-23.3862,-48.7214,SP,São Paulo,20588,false,4535,PARANAPANEMA,0.0015987123
Paranapuã,-20.1048,-50.5886,SP,São Paulo,4112,false,4536,PARANAPUA,0.0002695311
Parapuã,-21.7792,-50.7949,SP,São Paulo,10934,false,4537,PARAPUA,0.0008198876
Pardinho,-23.0841,-48.3679,SP,São Paulo,6579,false,4538,PARDINHO,0.0004685533
Pariquera-Açu,-24.7147,-47.8742,SP,São Paulo,19797,false,4539,PARIQUERA-ACU,0.0015348994
Parisi,-20.3034,-50.0163,SP,São Paulo,2177,false,4540,PARISI,0.0001134273
Patrocínio Paulista,-20.6384,-47.2801,SP,São Paulo,14941,false,4541,PATROCINIO PAULISTA,0.0011431475
Paulicéia,-21.3153,-51.8321,SP,São Paulo,7540,false,4542,PAULICEIA,0.0005460808
Paulínia,-22.7542,-47.1488,SP,São Paulo,114508,false,4543,PAULINIA,0.0091755938
Paulistânia,-22.5768,-49.4008,SP,São Paulo,1835,false,4544,PAULISTANIA,0.0000858369
Paulo de Faria,-20.0296,-49.4,SP,São Paulo,8973,false,4545,PAULO DE FARIA,0.0006616864
Pederneiras,-22.3511,-48.7781,SP,São Paulo,47523,false,4546,PEDERNEIRAS,0.0037716606
Pedra Bela,-22.7902,-46.4455,SP,São Paulo,6127,false,4547,PEDRA BELA,0.0004320888
Pedranópolis,-20.2474,-50.1129,SP,São Paulo,2468,false,4548,PEDRANOPOLIS,0.0001369034
Pedregulho,-20.2535,-47.4775,SP,São Paulo,16876,false,4549,PEDREGULHO,0.0012992512
Pedreira,-22.7413,-46.8948,SP,São Paulo,48992,false,4550,PEDREIRA,0.0038901704
Pedrinhas Paulista,-22.8174,-50.7933,SP,São Paulo,3109,false,4551,PEDRINHAS PAULISTA,0.0001886153
Pedro de Toledo,-24.2764,-47.2354,SP,São Paulo,11507,false,4552,PEDRO DE TOLEDO,0.0008661137
Penápolis,-21.4148,-50.0769,SP,São Paulo,64098,false,4553,PENAPOLIS,0.0051088285
Pereira Barreto,-20.6368,-51.1123,SP,São Paulo,25685,false,4554,PEREIRA BARRETO,0.0020099066
Pereiras,-23.0804,-47.972,SP,São Paulo,8875,false,4555,PEREIRAS,0.0006537803
Peruíbe,-24.312,-47.0012,SP,São Paulo,69697,false,4556,PERUIBE,0.005560521
Piacatu,-21.5921,-50.6003,SP,São Paulo,6093,false,4557,PIACATU,0.0004293459
Piedade,-23.7139,-47.4256,SP,São Paulo,55731,false,4558,PIEDADE,0.004433831
Pilar do Sul,-23.8077,-47.7222,SP,São Paulo,29612,false,4559,PILAR DO SUL,0.0023267125
Pindamonhangaba,-22.9246,-45.4613,SP,São Paulo,171885,false,4560,PINDAMONHANGABA,0.0138044134
Pindorama,-21.1853,-48.9086,SP,São Paulo,17378,false,4561,PINDORAMA,0.0013397495
Pinhalzinho,-22.7811,-46.5897,SP,São Paulo,15564,false,4562,PINHALZINHO,0.0011934072
Piquerobi,-21.8747,-51.7282,SP,São Paulo,3706,false,4563,PIQUEROBI,0.0002367775
Piquete,-22.6069,-45.1869,SP,São Paulo,13495,false,4564,PIQUETE,0.0010264932
Piracaia,-23.0525,-46.3594,SP,São Paulo,27617,false,4565,PIRACAIA,0.0021657683
Piracicaba,-22.7338,-47.6476,SP,São Paulo,410275,false,4566,PIRACICABA,0.033036236
Piraju,-23.1981,-49.3803,SP,São Paulo,29930,false,4567,PIRAJU,0.0023523668
Pirajuí,-21.999,-49.4608,SP,São Paulo,25939,false,4568,PIRAJUI,0.0020303977
Pirangi,-21.0886,-48.6607,SP,São Paulo,11524,false,4569,PIRANGI,0.0008674852
Pirapora do Bom Jesus,-23.3965,-46.9991,SP,São Paulo,19453,false,4570,PIRAPORA DO BOM JESUS,0.0015071476
Pirapozinho,-22.2711,-51.4976,SP,São Paulo,27974,false,4571,PIRAPOZINHO,0.0021945689
Pirassununga,-21.996,-47.4257,SP,São Paulo,77330,false,4572,PIRASSUNUNGA,0.006176304
Piratininga,-22.4142,-49.1339,SP,São Paulo,13890,false,4573,PIRATININGA,0.0010583593
Pitangueiras,-21.0132,-48.221,SP,São Paulo,40430,false,4574,PITANGUEIRAS,0.0031994415
Planalto,-21.0342,-49.933,SP,São Paulo,5370,false,4575,PLANALTO,0.0003710187
Platina,-22.6371,-50.2104,SP,São Paulo,3606,false,4576,PLATINA,0.0002287102
Poá,-23.5333,-46.3473,SP,São Paulo,119221,false,4577,POA,0.0095558094
Poloni,-20.7829,-49.8258,SP,São Paulo,6166,false,4578,POLONI,0.000435235
Pompéia,-22.107,-50.176,SP,São Paulo,22326,false,4579,POMPEIA,0.0017389233
Pongaí,-21.7396,-49.3604,SP,São Paulo,3385,false,4580,PONGAI,0.0002108813
Pontal,-21.0216,-48.0423,SP,São Paulo,51717,false,4581,PONTAL,0.0041100064
Pontalinda,-20.4396,-50.5258,SP,São Paulo,4719,false,4582,PONTALINDA,0.0003185001
Pontes Gestal,-20.1727,-49.7064,SP,São Paulo,2576,false,4583,PONTES GESTAL,0.0001456162
Populina,-19.9453,-50.538,SP,São Paulo,4136,false,4584,POPULINA,0.0002714673
Porangaba,-23.1761,-48.1195,SP,São Paulo,10205,false,4585,PORANGABA,0.0007610764
Porto Feliz,-23.2093,-47.5251,SP,São Paulo,53698,false,4586,PORTO FELIZ,0.0042698212
Porto Ferreira,-21.8498,-47.487,SP,São Paulo,56848,false,4587,PORTO FERREIRA,0.0045239436
Potim,-22.8343,-45.2552,SP,São Paulo,25603,false,4588,POTIM,0.0020032913
Potirendaba,-21.0428,-49.3815,SP,São Paulo,17668,false,4589,POTIRENDABA,0.0013631449
Pracinha,-21.8496,-51.0868,SP,São Paulo,4327,false,4590,PRACINHA,0.000286876
Pradópolis,-21.3626,-48.0679,SP,São Paulo,22239,false,4591,PRADOPOLIS,0.0017319047
Praia Grande,-24.0084,-46.4121,SP,São Paulo,336454,false,4592,PRAIA GRANDE,0.0270808168
Pratânia,-22.8112,-48.6636,SP,São Paulo,5371,false,4593,PRATANIA,0.0003710994
Presidente Alves,-22.0999,-49.4381,SP,São Paulo,4067,false,4594,PRESIDENTE ALVES,0.0002659008
Presidente Bernardes,-22.0082,-51.5565,SP,São Paulo,12943,false,4595,PRESIDENTE BERNARDES,0.0009819613
Presidente Epitácio,-21.7651,-52.1111,SP,São Paulo,44572,false,4596,PRESIDENTE EPITACIO,0.0035335923
Presidente Prudente,-22.1207,-51.3925,SP,São Paulo,231953,false,4597,PRESIDENTE PRUDENTE,0.018650326
Presidente Venceslau,-21.8732,-51.8447,SP,São Paulo,39648,false,4598,PRESIDENTE VENCESLAU,0.0031363546
Promissão,-21.5356,-49.8599,SP,São Paulo,41211,false,4599,PROMISSAO,0.0032624477
Quadra,-23.2993,-48.0547,SP,São Paulo,3902,false,4600,QUADRA,0.0002525896
Quatá,-22.2456,-50.6966,SP,São Paulo,14309,false,4601,QUATA,0.0010921616
Queiroz,-21.7969,-50.2415,SP,São Paulo,3513,false,4602,QUEIROZ,0.0002212075
Queluz,-22.5312,-44.7781,SP,São Paulo,13788,false,4603,QUELUZ,0.0010501306
Quintana,-22.0692,-50.307,SP,São Paulo,6736,false,4604,QUINTANA,0.0004812191
Rafard,-23.0105,-47.5318,SP,São Paulo,9126,false,4605,RAFARD,0.0006740294
Rancharia,-22.2269,-50.893,SP,São Paulo,29743,false,4606,RANCHARIA,0.0023372808
